"ConditionsPK","Date","SampleRound","SiteStatus","NetPan","StartTime","EndTime","TempStart","TempEnd","WindStart","WindEnd","SkyStart","SkyEnd","WeatherNotes","GeographyFK"
233,"2008-06-20",2,"control","net","11:10:00","12:20:00",29.9,31.7,2.4,1.6,"clear","clear","",4
234,"2008-06-20",2,"control","pan","8:40:00","14:08:00",24.1,34.6,1.1,1.1,"clear","clear","",4
235,"2008-06-20",2,"restored","net","9:37:00","11:31:00",27.7,31.1,1.2,1.8,"clear","clear","smoke in the air, wind gusts up to 3m/s at Butler site during netting",13
236,"2008-06-20",2,"restored","pan","8:55:00","14:40:00",24.3,37.2,1.6,0.5,"clear","clear","",13
237,"2008-06-20",2,"control","net","10:42:00","12:03:00",30.3,34.1,2,1.9,"partly cloudy","partly cloudy","",14
238,"2008-06-20",2,"control","pan","8:50:00","14:29:00",26.8,37.8,1.3,0.8,"partly cloudy","partly cloudy","",14
239,"2008-06-20",2,"restored","net","9:45:00","12:00:00",31.4,37,0.6,1.8,"clear","clear","wind gusts up to 3m/s at Butler site during netting",56
240,"2008-06-20",2,"restored","pan","8:30:00","15:00:00",27.8,40.8,0.5,0.1,"clear","partly cloudy","",56
241,"2008-06-23",2,"control","net","10:21:00","12:05:00",24.9,28.8,0.9,0.6,"clear","clear","",5
242,"2008-06-23",2,"control","pan","8:36:00","14:23:00",19.2,31.7,1.2,1.6,"clear","clear","smoky",5
243,"2008-06-23",2,"control","net","10:52:00","12:45:00",25.7,29.5,0.8,1.5,"clear","clear","",28
244,"2008-06-23",2,"control","pan","8:39:00","14:07:00",18.3,30.9,0.8,1.3,"clear","clear","",28
245,"2008-06-23",2,"control","net","9:19:00","11:47:00",21.3,27.3,0.6,1.3,"clear","clear","clear skies, but haze from smoke",42
246,"2008-06-23",2,"control","pan","8:45:00","14:21:00",19.3,31.3,1,0.9,"clear","clear","clear skies, but haze from smoke",42
247,"2008-06-24",2,"control","net","10:13:00","12:21:00",25.7,31.3,0.8,0.5,"clear","clear","hazy from smoke",32
248,"2008-06-24",2,"control","pan","8:24:00","13:52:00",21.4,31,0.1,1.3,"clear","clear","hazy from smoke",32
249,"2008-06-24",2,"restored","net","9:20:00","12:00:00",23,30.8,0.7,1.2,"bright overcast","clear","",33
250,"2008-06-24",2,"restored","pan","8:35:00","14:20:00",19.9,35.8,0.7,0.8,"bright overcast","clear","hazy from smoke",33
251,"2008-06-24",2,"restored","net","9:56:00","12:21:00",25.6,30.8,0.8,1.4,"clear","clear","smoky skies",43
252,"2008-06-24",2,"restored","pan","8:35:00","14:18:00",18.6,32.4,0.4,1.6,"clear","clear","smoky skies",43
253,"2008-06-24",2,"control","net","10:27:00","12:03:00",23.6,28.9,1.5,2,"clear","clear","hazy from smoke",57
254,"2008-06-24",2,"control","pan","8:30:00","14:14:00",18.2,30.3,1.1,2.8,"clear","clear","hazy from smoke",57
255,"2008-06-25",2,"mature","net","10:07:00","13:00:00",21.5,26.5,0.6,0.4,"clear","clear","AM = thick haze on horizon from fires, PM = VERY thick hazi, brownish tinge",16
256,"2008-06-25",2,"mature","pan","8:14:00","13:39:00",18.8,29.8,1.3,1,"clear","clear","AM = thick haze on horizon from fires, PM = VERY thick hazi, brownish tinge",16
257,"2008-06-25",2,"mature","net","9:30:00","11:46:00",22.7,38.6,1.1,1.2,"clear","clear","smoky in morning",21
258,"2008-06-25",2,"mature","pan","8:24:00","14:20:00",19.2,37.8,0.5,0.7,"clear","clear","smoky in morning",21
259,"2008-06-25",2,"control","net","11:05:00","12:55:00",23.9,27.9,0.7,1.3,"clear","clear","hazy/smoky",60
260,"2008-06-25",2,"control","pan","8:55:00","14:20:00",18.4,30.2,0.7,1.3,"clear","clear","hazy/smoky",60
261,"2008-08-04",3,"control","net","10:15:00","11:31:00",22,25.6,1.6,0.8,"clear","clear","",4
262,"2008-08-04",3,"control","pan","8:49:00","14:16:00",18.9,32.7,1.4,1.9,"clear","clear","",4
263,"2008-08-04",3,"control","net","10:13:00","11:32:00",21.2,25.3,0.7,1.1,"clear","clear","",42
264,"2008-08-04",3,"control","pan","8:50:00","14:55:00",17.1,32.6,1.2,1,"clear","clear","end temp taken at 15:16",42
265,"2008-08-04",3,"restored","net","11:36:00","13:41:00",25.3,31.4,0.7,1.6,"clear","clear","",43
266,"2008-08-04",3,"restored","pan","9:31:00","15:06:00",19.1,32.6,0.5,2.2,"clear","clear","gusty at pan trap end",43
267,"2008-08-05",3,"restored","net","9:44:00","11:50:00",24.2,37.2,0.3,0.6,"partly cloudy","partly cloudy","",2
268,"2008-08-05",3,"restored","pan","8:49:00","14:28:00",19.3,38.3,1,1.5,"partly cloudy","partly cloudy","",2
269,"2008-08-05",3,"control","net","10:12:00","12:15:00",23.3,31.2,0.3,0.7,"clear","partly cloudy","",14
270,"2008-08-05",3,"control","pan","8:45:00","14:43:00",18.3,30.7,0,1.4,"clear","partly cloudy","",14
271,"2008-08-05",3,"control","net","9:36:00","11:07:00",21.7,26.8,1,0.9,"clear","partly cloudy","",57
272,"2008-08-05",3,"control","pan","9:15:00","15:05:00",21.5,35.9,1.4,2,"clear","partly cloudy","~13:30: more cloudy with periods of bright overcast",57
273,"2008-08-06",3,"control","net","11:10:00","13:00:00",30.2,34.1,0.4,0.8,"clear","clear","",27
274,"2008-08-06",3,"control","pan","8:54:00","14:21:00",21.9,34.3,0,0.5,"partly cloudy","clear","",27
275,"2008-08-06",3,"control","net","9:23:00","11:13:00",23.7,31.1,2,2.1,"partly cloudy","partly cloudy","some patches of shade with the clouds",28
276,"2008-08-06",3,"control","pan","9:08:00","15:08:00",23.9,33.1,1.4,1.4,"partly cloudy","clear","wind end = some gusts",28
277,"2008-08-06",3,"restored","net","10:04:00","12:10:00",27.8,36.2,1.8,0.8,"partly cloudy","partly cloudy","strong prolonged period of wind during first hour of sampling",56
278,"2008-08-06",3,"restored","pan","8:40:00","14:18:00",22.8,38,2.3,0.9,"partly cloudy","partly cloudy","occasional prolonged gusts of wind",56
279,"2008-08-07",3,"control","net","9:13:00","11:32:00",21.3,29.2,0.6,1.2,"clear","clear","",5
280,"2008-08-07",3,"control","pan","8:30:00","14:20:00",19.4,34.2,0.4,2.1,"clear","clear","",5
281,"2008-08-07",3,"restored","net","11:00:00","13:08:00",32.6,33.3,1.1,1.7,"clear","clear","",13
282,"2008-08-07",3,"restored","pan","9:30:00","15:23:00",20.9,34.8,0.4,2.1,"clear","clear","",13
283,"2008-08-07",3,"control","net","11:15:00","12:29:00",26.2,31.4,1.4,0.5,"clear","clear","",32
284,"2008-08-07",3,"control","pan","8:48:00","14:57:00",22.6,31.4,0.9,0.6,"clear","clear","",32
285,"2008-08-07",3,"control","net","9:19:00","11:07:00",25.7,28.8,0.4,0.2,"clear","clear","",60
286,"2008-08-07",3,"control","pan","8:33:00","14:20:00",21.9,34.2,0.3,1.3,"clear","clear","",60
287,"2008-08-12",3,"control","net","9:30:00","12:24:00",23.3,33.3,0.9,0.5,"clear","clear","",20
288,"2008-08-12",3,"control","pan","8:14:00","14:10:00",19.1,39.9,1.4,0,"clear","clear","",20
289,"2008-08-12",3,"restored","net","10:10:00","11:46:00",27.5,33.2,1.2,1.2,"clear","clear","",33
290,"2008-08-12",3,"restored","pan","8:40:00","15:00:00",22.1,35.9,1.4,1.4,"clear","clear","",33
291,"2008-08-12",3,"control","net","11:00:00","13:08:00",30.2,33.1,0.9,0.8,"clear","clear","",59
292,"2008-08-12",3,"control","pan","8:40:00","14:20:00",21.7,35.3,1.4,0.6,"clear","clear","",59
293,"2009-04-22",1,"control","net","11:20:00","12:39:00",34.5,37.1,1.3,0.9,"clear","clear","",42
294,"2009-04-22",1,"control","pan","10:44:00","16:35:00",30.1,35.7,1,2.3,"clear","clear","",42
295,"2009-04-22",1,"restored","net","10:36:00","11:57:00",27,32.1,0.3,0.5,"clear","clear","",56
296,"2009-04-22",1,"restored","pan","10:15:00","15:53:00",25.8,35,0.4,3.1,"clear","clear","wind did not pick up until late in the day",56
297,"2009-04-22",1,"control","net","10:35:00","12:30:00",26.8,32.3,0.3,0.5,"clear","clear","",60
298,"2009-04-22",1,"control","pan","10:15:00","15:30:00",23.7,34.6,0.3,1,"clear","clear","",60
299,"2009-04-23",1,"restored","net","11:35:00","12:55:00",24.8,24.6,0.7,2.7,"bright overcast","partly cloudy","end beginning to get gusty",2
300,"2009-04-23",1,"restored","pan","10:25:00","15:56:00",22.6,26.5,0.9,0.6,"partly cloudy","bright overcast","",2
301,"2009-04-23",1,"control","net","11:16:00","13:25:00",24.1,25.5,0.6,2,"bright overcast","bright overcast","",57
302,"2009-04-23",1,"control","pan","10:40:00","16:23:00",24.9,23.9,1,0.7,"bright overcast","partly cloudy","",57
303,"2009-04-23",1,"control","net","11:15:00","13:21:00",26.3,25.5,0.7,2.3,"bright overcast","overcast","",59
304,"2009-04-23",1,"control","pan","10:26:00","16:58:00",26.7,22.6,0.8,3.5,"bright overcast","bright overcast","",59
305,"2009-04-24",1,"control","net","14:54:00","17:17:00",27.2,17.8,3.1,3.5,"partly cloudy","partly cloudy","High winds all day, average~ 3.0m/s, gusts up to 5.0m/s. Beginning to rain at end of netting period",20
306,"2009-04-24",1,"control","pan","10:19:00","16:37:00",19.6,25.3,2.2,3.9,"clear","partly cloudy","High winds all day, average~ 3.0m/s, gusts up to 5.0m/s. Beginning to rain at end of netting period",20
307,"2009-04-24",1,"control","net","14:15:00","15:39:00",22.3,21.1,1.9,2.5,"partly cloudy","clear","",27
308,"2009-04-24",1,"control","pan","10:26:00","15:32:00",18.1,21.7,2.4,2.6,"clear","partly cloudy","",27
309,"2009-04-27",1,"control","net","13:55:00","15:07:00",20.6,23.1,2.8,2.8,"clear","clear","Wind was gusty",28
310,"2009-04-27",1,"control","pan","10:10:00","15:53:00",19.3,21.3,0.9,3.3,"clear","clear","",28
311,"2009-04-27",1,"control","net","12:45:00","14:30:00",21.2,23.4,1,0.8,"clear","clear","",32
312,"2009-04-27",1,"control","pan","10:07:00","15:35:00",18.5,23.2,1.4,0.7,"clear","clear","",32
313,"2009-04-27",1,"maturing","net","12:38:00","15:00:00",20.6,23.6,1.5,1.4,"clear","clear","",33
314,"2009-04-27",1,"maturing","pan","10:17:00","15:55:00",18.5,22.7,0.7,1.4,"clear","clear","",33
315,"2009-04-29",1,"control","net","13:40:00","15:43:00",20.8,19.7,0.8,2.5,"partly cloudy","partly cloudy","",5
316,"2009-04-29",1,"control","pan","11:09:00","16:55:00",19.6,20.4,0.2,3.1,"clear","partly cloudy","",5
317,"2009-04-29",1,"maturing","net","10:50:00","13:00:00",22.3,27.1,1,1.5,"clear","clear","",13
318,"2009-04-29",1,"maturing","pan","10:09:00","16:04:00",18,28,0.6,0.6,"clear","partly cloudy","",13
319,"2009-04-29",1,"control","net","13:45:00","14:52:00",21.6,25.7,1.3,1.1,"clear","clear","",14
320,"2009-04-29",1,"control","pan","11:18:00","16:40:00",17.5,22.4,1.3,0.8,"clear","partly cloudy","",14
321,"2009-04-29",1,"maturing","net","13:47:00","16:05:00",21.8,22.5,0.5,1.6,"clear","partly cloudy","",43
322,"2009-04-29",1,"maturing","pan","10:30:00","17:30:00",17.8,22.8,1,2.7,"clear","partly cloudy","",43
323,"2009-05-05",1,"control","net","15:15:00","15:45:00",27.6,26,2.1,0.9,"","","",3
324,"2009-05-05",1,"control","pan","10:19:00","15:55:00",18.8,27.8,2,0.8,"","","",3
325,"2009-05-05",1,"mature","net","14:29:00","15:45:00",31.1,27.2,2.7,1.9,"","","",58
326,"2009-05-05",1,"mature","pan","10:07:00","16:40:00",19.1,27.1,1.7,1.7,"","","",58
327,"2009-05-06",1,"control","net","13:57:00","14:35:00",26.2,25.2,2.2,2.5,"","","",34
328,"2009-05-06",1,"control","pan","10:20:00","15:22:00",20.4,25.1,1.5,3.2,"","","",34
329,"2009-05-06",1,"mature","net","11:47:00","13:10:00",23.3,26.1,2.3,2.3,"","","",51
330,"2009-05-06",1,"mature","pan","10:09:00","16:01:00",20.8,31.4,2.4,2.5,"","","",51
331,"2009-05-11",1,"control","net","11:56:00","12:57:00",35.7,37.8,2.2,1.7,"","","",15
332,"2009-05-11",1,"control","pan","9:34:00","14:40:00",21.6,42.2,0.4,1,"","","",15
333,"2009-05-11",1,"mature","net","14:05:00","15:03:00",32.7,34.7,2.1,0.9,"","","",29
334,"2009-05-11",1,"mature","pan","10:00:00","15:18:00",25.2,34.7,1.4,0.9,"","","",29
335,"2009-05-28",1,"mature","net","11:35:00","13:07:00",33.6,35.1,1.2,0.4,"","","",21
336,"2009-05-28",1,"mature","pan","9:00:00","14:30:00",24.2,37.9,0.5,2.2,"","","",21
337,"2009-05-28",1,"control","net","11:52:00","12:33:00",34.8,33.6,0.9,0.6,"","","",30
338,"2009-05-28",1,"control","pan","9:10:00","14:10:00",25.2,37.7,1.3,0.8,"","","",30
339,"2009-06-01",2,"control","net","12:38:00","13:30:00",25.2,25.4,1.6,2.3,"","","",34
340,"2009-06-01",2,"control","pan","9:49:00","14:49:00",22.6,31.6,0.6,0.8,"","","",34
341,"2009-06-01",2,"mature","net","12:55:00","14:05:00",26.3,28.2,1.6,1.7,"","","",51
342,"2009-06-01",2,"mature","pan","9:45:00","15:30:00",19.8,33.1,1,0,"","","",51
343,"2009-06-03",2,"control","net","12:30:00","13:10:00",36.3,35.3,1.2,0.3,"","","",3
344,"2009-06-03",2,"control","pan","9:48:00","14:50:00",25.2,32.5,1.6,2.9,"","","",3
345,"2009-06-03",2,"control","net","13:05:00","13:50:00",29.3,35.5,2.2,2.2,"","","",15
346,"2009-06-03",2,"control","pan","9:35:00","14:40:00",26.6,30.8,1.2,2.2,"","","",15
347,"2009-06-03",2,"mature","net","13:15:00","13:56:00",29.4,28.1,1.1,1.3,"","","",29
348,"2009-06-03",2,"mature","pan","9:45:00","14:55:00",26.5,27.9,0,1.9,"","","",29
349,"2009-06-03",2,"mature","net","12:40:00","13:25:00",31.2,33.2,0.9,1.2,"","","",58
350,"2009-06-03",2,"mature","pan","10:00:00","15:00:00",24.2,32.5,1.4,0.9,"","","",58
351,"2009-06-08",2,"mature","net","12:10:00","13:19:00",25.1,32.5,0.5,0.5,"","","",21
352,"2009-06-08",2,"mature","pan","10:00:00","15:02:00",21,32.6,0.9,1.2,"","","",21
353,"2009-06-08",2,"control","net","13:30:00","14:16:00",28.5,33.1,0.8,0.6,"","","",30
354,"2009-06-08",2,"control","pan","10:28:00","16:30:00",27.7,30.1,0.4,1,"","","",30
355,"2009-06-10",2,"restored","net","11:35:00","13:02:00",27.7,33.2,0,1.6,"partly cloudy","partly cloudy","",2
356,"2009-06-10",2,"restored","pan","9:18:00","14:48:00",22.4,25.1,0.3,2.6,"partly cloudy","partly cloudy","",2
357,"2009-06-10",2,"control","net","10:35:00","12:25:00",24.8,28.3,0.6,1.2,"partly cloudy","partly cloudy","",20
358,"2009-06-10",2,"control","pan","9:46:00","15:00:00",21.3,25.1,0.3,2.6,"partly cloudy","partly cloudy","",20
359,"2009-06-10",2,"control","net","10:30:00","11:39:00",23.9,32,0.4,0.4,"bright overcast","partly cloudy","",60
360,"2009-06-10",2,"control","pan","10:05:00","15:03:00",24.2,25.1,0.6,0.5,"bright overcast","clear","",60
361,"2009-06-11",2,"control","net","11:32:00","13:12:00",25,26.6,1.1,1,"clear","clear","",14
362,"2009-06-11",2,"control","pan","9:55:00","15:23:00",24.5,27.6,0.7,2.6,"clear","clear","End wind time taken from CL/JB (who were at Muller)",14
363,"2009-06-11",2,"control","net","10:17:00","11:39:00",32.2,24.9,0.3,1.2,"clear","clear","",42
364,"2009-06-11",2,"control","pan","9:55:00","15:28:00",22.9,28.3,0.6,2,"clear","clear","",42
365,"2009-06-11",2,"maturing","net","10:20:00","12:40:00",21.8,27.8,0.6,1.7,"clear","clear","",43
366,"2009-06-11",2,"maturing","pan","9:55:00","15:15:00",19.3,26.2,0,2.6,"clear","clear","",43
367,"2009-06-11",2,"restored","net","10:00:00","11:21:00",27.7,29,0.7,1.1,"clear","partly cloudy","",56
368,"2009-06-11",2,"restored","pan","9:34:00","14:57:00",24.2,31.6,0.3,2,"clear","clear","",56
369,"2009-06-15",2,"control","net","11:55:00","13:28:00",22.9,28,1,0.5,"partly cloudy","partly cloudy","",5
370,"2009-06-15",2,"control","pan","9:40:00","15:20:00",19.5,28.9,1,0.2,"bright overcast","partly cloudy","",5
371,"2009-06-15",2,"maturing","net","10:30:00","12:10:00",21.3,26,1.2,1,"partly cloudy","partly cloudy","",13
372,"2009-06-15",2,"maturing","pan","9:45:00","15:10:00",20.3,31.2,1.4,0.3,"partly cloudy","partly cloudy","",13
373,"2009-06-15",2,"control","net","11:09:00","12:48:00",24,31.2,1,0.9,"partly cloudy","partly cloudy","",27
374,"2009-06-15",2,"control","pan","9:40:00","15:13:00",22.8,33.4,0.7,0.9,"partly cloudy","partly cloudy","",27
375,"2009-06-15",2,"control","net","11:43:00","12:54:00",23.3,24.7,0.7,0.7,"clear","partly cloudy","",28
376,"2009-06-15",2,"control","pan","9:39:00","14:39:00",19.4,27.1,1.4,2.4,"bright overcast","clear","",28
377,"2009-06-16",2,"control","net","9:48:00","11:32:00",21.4,30.9,0.3,0.8,"clear","partly cloudy","Collectors left out beginning and end temp",32
378,"2009-06-16",2,"control","pan","9:25:00","14:51:00",21.4,30.9,1.2,0.8,"clear","bright overcast","",32
379,"2009-06-16",2,"maturing","net","10:15:00","12:00:00",25.4,29.9,0.5,0.7,"clear","clear","",33
380,"2009-06-16",2,"maturing","pan","9:35:00","15:03:00",23.2,31.3,1.5,1.7,"clear","partly cloudy","",33
381,"2009-06-16",2,"control","net","10:38:00","12:04:00",23.8,28.5,0.8,1.1,"partly cloudy","partly cloudy","",57
382,"2009-06-16",2,"control","pan","10:06:00","15:02:00",23.8,28,0.8,3.2,"partly cloudy","bright overcast","",57
383,"2009-06-16",2,"control","net","11:19:00","12:57:00",29.8,30.4,0.9,1.9,"clear","bright overcast","",59
384,"2009-06-16",2,"control","pan","9:35:00","15:03:00",27.9,32.9,0.9,2.4,"clear","partly cloudy","",59
385,"2009-06-29",3,"control","net","9:53:00","10:37:00",28.9,33.2,0.7,0.9,"","","used temps from rominger same day b/c thermom not working",15
386,"2009-06-29",3,"control","pan","8:09:00","13:09:00",26.7,37.6,0.4,2,"","","used temps from rominger same day b/c thermometer not working",15
387,"2009-06-29",3,"mature","net","10:17:00","11:40:00",36.4,35.6,0.2,1.3,"","","",29
388,"2009-06-29",3,"mature","pan","8:20:00","13:25:00",24.9,40.3,0.2,1.1,"","","",29
389,"2009-06-29",3,"control","net","9:40:00","10:45:00",33.3,33.9,1.2,1,"","","",34
390,"2009-06-29",3,"control","pan","8:50:00","14:57:00",27.2,43.4,0.3,2.6,"","","",34
391,"2009-06-29",3,"mature","net","9:15:00","11:15:00",28.9,33.2,1.1,0.3,"","","",51
392,"2009-06-29",3,"mature","pan","8:50:00","13:50:00",26.7,37.6,1.1,1,"","","",51
393,"2009-06-30",3,"control","net","10:26:00","11:16:00",31.4,30.4,1,1,"","","",3
394,"2009-06-30",3,"control","pan","8:10:00","13:10:00",22.6,37.8,2.1,0.6,"","","",3
395,"2009-06-30",3,"mature","net","10:00:00","10:40:00",27.3,27.6,1.1,0.3,"","","",58
396,"2009-06-30",3,"mature","pan","8:22:00","13:24:00",20.8,32.7,0.9,0.2,"","","",58
397,"2009-07-01",3,"mature","net","11:30:00","12:27:00",32.9,35.3,0.8,1.2,"","","",21
398,"2009-07-01",3,"mature","pan","8:16:00","13:16:00",21.2,32.2,1,1.1,"","","",21
399,"2009-07-01",3,"control","net","9:46:00","10:43:00",23.8,27.1,0.8,0.9,"","","",30
400,"2009-07-01",3,"control","pan","8:35:00","13:33:00",22.1,33.7,1.5,0.7,"","","",30
401,"2009-07-28",4,"control","net","13:40:00","14:16:00",33.6,33.9,1.8,1.6,"","","",34
402,"2009-07-28",4,"control","pan","8:43:00","14:20:00",22.4,33.9,1,1.6,"","","",34
403,"2009-07-28",4,"mature","net","13:15:00","13:50:00",37.9,34.9,0.5,0.5,"","","",51
404,"2009-07-28",4,"mature","pan","8:45:00","14:29:00",21,34.9,0.8,0.5,"","","",51
405,"2009-07-29",4,"control","net","9:57:00","11:02:00",30.6,29.6,0.3,0.4,"","","",3
406,"2009-07-29",4,"control","pan","9:30:00","14:30:00",30.6,34.6,0.3,0.5,"","","",3
407,"2009-07-29",4,"control","net","10:25:00","11:35:00",31.4,31.8,1,0.5,"","","",15
408,"2009-07-29",4,"control","pan","9:30:00","14:35:00",25.6,33.6,0.7,0.6,"","","",15
409,"2009-07-29",4,"mature","net","9:45:00","10:50:00",27.7,31.3,0.5,0.5,"","","",29
410,"2009-07-29",4,"mature","pan","9:20:00","14:20:00",27.1,34.2,0.4,0.8,"","","",29
411,"2009-07-29",4,"mature","net","9:32:00","10:39:00",20.7,25.5,0.6,0,"","","",58
412,"2009-07-29",4,"mature","pan","9:26:00","14:26:00",20.7,34.6,0.6,0.5,"","","",58
413,"2009-07-30",4,"mature","net","9:47:00","10:36:00",23.9,25.4,0.7,0.6,"","","",21
414,"2009-07-30",4,"mature","pan","8:24:00","13:36:00",23.2,31.2,0.7,0.5,"","","",21
415,"2009-07-30",4,"control","net","9:03:00","9:53:00",20.2,23.1,1.6,1.2,"","","",30
416,"2009-07-30",4,"control","pan","8:12:00","13:12:00",21.2,33.3,1.8,0.8,"","","",30
417,"2009-08-04",3,"restored","net","10:18:00","11:35:00",23.6,27,0.1,0.1,"clear","clear","wind estimated, wind meter broken",2
418,"2009-08-04",3,"restored","pan","9:57:00","15:01:00",22.2,32,1,1,"clear","clear","",2
419,"2009-08-04",3,"control","net","10:15:00","11:40:00",31,34,1.2,0.4,"clear","clear","",20
420,"2009-08-04",3,"control","pan","8:55:00","15:00:00",30.6666667,36.1666667,0.4,1.7,"clear","clear","",20
421,"2009-08-04",3,"restored","net","10:30:00","12:05:00",25.8,27.3,1.1,1.3,"clear","clear","",56
422,"2009-08-04",3,"restored","pan","9:20:00","14:45:00",25.2,31.5,1.2,2.3,"clear","clear","",56
423,"2009-08-04",3,"control","net","12:45:00","14:45:00",35.8,34.7,0.5,1.1,"clear","clear","",59
424,"2009-08-04",3,"control","pan","10:05:00","15:05:00",23.9,31.7,0.8,1.3,"clear","clear","",59
425,"2009-08-04",3,"control","net","10:18:00","11:40:00",22.6,25.9,0.7,0.9,"clear","clear","",60
